po_number,date,supplier,material_id,qty_ordered,qty_received,unit_price,total_eur,expected_delivery,actual_delivery,delay_days,quality_score
PO-01395,2025-10-10,Foam Italia,MAT_0085,1196,1196,5.85,6997.12,2025-10-24,2025-10-24,0,5
PO-01201,2025-10-10,NXP Semiconductors,MAT_0399,5854,5854,0.48,2811.86,2025-10-20,2025-10-20,0,3
PO-00648,2025-10-10,NXP Semiconductors,MAT_0247,9406,9406,0.53,5015.96,2025-10-26,2025-10-26,0,4
PO-01451,2025-10-11,Coats Group,MAT_0269,570,570,6.05,3447.73,2025-10-26,2025-10-26,0,5
PO-01248,2025-10-11,NXP Semiconductors,MAT_0092,4105,4105,0.48,1969.92,2025-10-24,2025-10-24,0,5
PO-00403,2025-10-11,Covestro AG,MAT_0328,966,966,11.19,10806.26,2025-10-18,2025-10-18,0,4
PO-01547,2025-10-11,Toray Composite,MAT_0059,362,362,45.99,16647.27,2025-12-01,2025-12-01,0,5
PO-01083,2025-10-11,Far Eastern Textile,MAT_0153,435,284,4.23,1202.35,2025-11-11,2025-11-11,0,5
PO-00424,2025-10-12,Covestro AG,MAT_0166,601,601,9.32,5598.79,2025-10-20,2025-10-20,0,5
PO-01610,2025-10-12,Global Trim,MAT_0151,2556,2556,0.1,262.39,2025-11-19,2025-11-20,1,4
PO-01558,2025-10-12,NXP Semiconductors,MAT_0247,6642,6642,0.53,3488.26,2025-10-28,2025-10-28,0,4
PO-00354,2025-10-13,Foam Italia,MAT_0030,2154,2154,3.8,8188.83,2025-10-20,2025-10-20,0,3
PO-00996,2025-10-13,Karteks Banja Luka,MAT_0297,10084,10084,0.78,7828.09,2025-10-18,2025-10-18,0,3
PO-01104,2025-10-13,Crocs Inc (supplied),MAT_0204,972,972,8.31,8080.2,2025-11-10,2025-11-10,0,5
PO-00347,2025-10-13,American & Efird,MAT_0366,597,597,7.13,4254.86,2025-11-21,2025-11-21,0,4
PO-00043,2025-10-13,American & Efird,MAT_0109,856,856,5.71,4891.11,2025-11-18,2025-11-18,0,4
PO-00541,2025-10-13,Shenzhen Minghui,MAT_0329,17188,17188,0.03,502.01,2025-11-25,2025-11-25,0,5
PO-00643,2025-10-14,Zhejiang Paper,MAT_0370,5335,5032,0.07,347.15,2025-11-13,2025-11-17,4,4
PO-01901,2025-10-14,Zecchetto Accessori,MAT_0144,2976,2976,0.92,2748.48,2025-10-27,2025-10-31,4,5
PO-01871,2025-10-14,Coats Group,MAT_0462,479,430,6.54,2811.19,2025-10-28,2025-11-05,8,4
PO-00599,2025-10-14,Zhejiang Paper,MAT_0370,11430,11430,0.07,785.1,2025-11-13,2025-11-13,0,4
PO-00518,2025-10-14,Foam Italia,MAT_0005,1996,1996,5.23,10445.91,2025-10-22,2025-10-22,0,5
PO-00331,2025-10-14,Covestro AG,MAT_0360,342,342,8.29,2836.48,2025-10-26,2025-10-26,0,2
PO-01866,2025-10-14,NXP Semiconductors,MAT_0073,5220,5220,0.47,2459.88,2025-10-28,2025-10-28,0,4
PO-00904,2025-10-14,Global Trim,MAT_0176,3379,3379,0.12,397.34,2025-11-18,2025-11-21,3,4
PO-01951,2025-10-15,Coats Group,MAT_0195,1853,1853,5.85,10834.62,2025-11-01,2025-11-01,0,5
PO-01330,2025-10-15,Gomma Padana,MAT_0265,233,233,13.81,3217.77,2025-10-24,2025-10-24,0,4
PO-01236,2025-10-15,Karteks Banja Luka,MAT_0203,2711,2711,0.69,1860.12,2025-10-18,2025-10-25,7,2
PO-01227,2025-10-15,Covestro AG,MAT_0256,755,755,9.17,6924.19,2025-10-22,2025-10-22,0,4
PO-01221,2025-10-15,Foam Italia,MAT_0004,743,743,4.17,3099.46,2025-10-31,2025-11-05,5,5
PO-00246,2025-10-15,Karteks Banja Luka,MAT_0128,6431,6431,0.69,4454.01,2025-10-18,2025-10-18,0,5
PO-00165,2025-10-16,Shenzhen Minghui,MAT_0189,16083,16083,0.03,473.45,2025-11-19,2025-11-21,2,5
PO-01531,2025-10-16,Karteks Banja Luka,MAT_0095,7519,7519,0.53,3999.59,2025-10-19,2025-10-19,0,5
PO-00764,2025-10-16,Texon International,MAT_0023,2207,2207,3.46,7633.1,2025-11-03,2025-11-03,0,4
PO-01105,2025-10-16,Texon International,MAT_0170,361,361,3.11,1122.41,2025-11-01,2025-11-01,0,5
PO-00242,2025-10-16,Karteks Banja Luka,MAT_0361,791,791,0.7,555.49,2025-10-20,2025-10-26,6,3
PO-00565,2025-10-17,Zhejiang Paper,MAT_0294,25686,25686,0.08,2108.56,2025-11-16,2025-11-16,0,4
PO-01715,2025-10-17,NXP Semiconductors,MAT_0282,2528,2528,0.43,1087.65,2025-10-27,2025-10-27,0,4
PO-00219,2025-10-17,Gomma Padana,MAT_0140,902,902,13.86,12498.26,2025-10-30,2025-10-30,0,4
PO-01100,2025-10-18,Texon International,MAT_0446,589,403,2.87,1155.09,2025-10-30,2025-10-30,0,4
PO-01166,2025-10-18,Toray Industries,MAT_0349,563,563,17.62,9921.01,2025-12-04,2025-12-04,0,4
PO-01148,2025-10-18,American & Efird,MAT_0366,499,499,7.32,3652.76,2025-11-26,2025-11-26,0,4
PO-01318,2025-10-18,Zhejiang Paper,MAT_0019,19394,19394,0.08,1519.87,2025-12-02,2025-12-02,0,5
PO-00975,2025-10-18,Karteks Banja Luka,MAT_0074,2632,2632,0.54,1416.05,2025-10-22,2025-10-22,0,5
PO-00119,2025-10-19,Gomma Padana,MAT_0262,502,502,14.24,7149.73,2025-11-05,2025-11-05,0,4
PO-00701,2025-10-19,Toray Industries,MAT_0490,596,596,18.16,10824.84,2025-11-24,2025-11-24,0,3
PO-00841,2025-10-19,Texon International,MAT_0116,1880,1880,2.44,4580.13,2025-11-07,2025-11-07,0,2
PO-01312,2025-10-19,Henkel AG,MAT_0321,679,679,23.7,16089.12,2025-10-30,2025-10-30,0,5
PO-00924,2025-10-19,Global Trim,MAT_0326,4903,4903,0.11,545.2,2025-11-29,2025-11-29,0,4
PO-01220,2025-10-19,Karteks Banja Luka,MAT_0361,2837,2837,0.71,2013.99,2025-10-23,2025-10-23,0,2
PO-01112,2025-10-20,Gomma Padana,MAT_0262,1650,1650,14.14,23323.73,2025-11-06,2025-11-06,0,3
PO-01585,2025-10-20,American & Efird,MAT_0420,937,937,6.58,6162.55,2025-11-26,2025-11-26,0,5
PO-01132,2025-10-20,Texon International,MAT_0264,1448,1448,3.25,4701.02,2025-11-04,2025-12-02,28,4
PO-00510,2025-10-20,Karteks Banja Luka,MAT_0451,7250,7250,0.86,6221.55,2025-10-23,2025-10-25,2,5
PO-00666,2025-10-20,Global Trim,MAT_0331,4559,4559,0.12,535.94,2025-11-23,2025-11-23,0,3
PO-01024,2025-10-21,Karteks Banja Luka,MAT_0034,1522,1522,0.83,1266.64,2025-10-24,2025-10-24,0,3
PO-01256,2025-10-21,Shenzhen Minghui,MAT_0284,23920,23920,0.03,736.33,2025-11-29,2025-11-29,0,5
PO-01320,2025-10-21,Zecchetto Accessori,MAT_0492,5115,5115,0.85,4324.66,2025-11-08,2025-11-08,0,5
PO-00587,2025-10-22,NXP Semiconductors,MAT_0418,3894,3894,0.45,1763.51,2025-11-05,2025-11-05,0,3
PO-01053,2025-10-22,American & Efird,MAT_0333,514,514,7.16,3679.44,2025-11-21,2025-11-21,0,5
PO-01994,2025-10-22,Coats Group,MAT_0269,439,439,5.88,2579.63,2025-11-06,2025-11-06,0,4
PO-00097,2025-10-22,Covestro AG,MAT_0006,1303,1303,9.27,12081.19,2025-10-30,2025-11-04,5,5
PO-00961,2025-10-22,Karteks Banja Luka,MAT_0345,2090,2090,0.81,1690.75,2025-10-26,2025-10-26,0,5
PO-01501,2025-10-22,Shenzhen Minghui,MAT_0070,26245,26245,0.03,787.18,2025-12-02,2025-12-02,0,4
PO-00678,2025-10-23,Coats Group,MAT_0269,898,898,5.81,5220.4,2025-11-07,2025-11-07,0,5
PO-00172,2025-10-23,American & Efird,MAT_0124,399,399,7.33,2925.03,2025-11-29,2025-12-03,4,5
PO-01044,2025-10-23,Gomma Padana,MAT_0379,1275,1275,14.5,18484.82,2025-11-10,2025-11-10,0,5
PO-00447,2025-10-23,Texon International,MAT_0170,858,858,3.17,2718.27,2025-11-08,2025-11-08,0,4
PO-01113,2025-10-23,American & Efird,MAT_0290,1116,1116,5.83,6504.28,2025-11-24,2025-11-25,1,3
PO-01002,2025-10-24,Foam Italia,MAT_0054,1589,1589,4.65,7392.03,2025-11-05,2025-11-15,10,4
PO-01039,2025-10-24,Toray Industries,MAT_0489,2037,2037,16.17,32944.03,2025-12-02,2025-12-02,0,5
PO-00056,2025-10-24,Crocs Inc (supplied),MAT_0237,1230,1230,9.02,11093.92,2025-11-29,2025-11-30,1,4
PO-00167,2025-10-25,Karteks Banja Luka,MAT_0412,3005,3005,0.63,1892.96,2025-10-28,2025-10-28,0,5
PO-01243,2025-10-25,Coats Group,MAT_0485,1225,1225,6.17,7561.13,2025-11-14,2025-11-14,0,4
PO-01315,2025-10-25,Karteks Banja Luka,MAT_0067,4345,4345,0.75,3253.36,2025-10-28,2025-10-31,3,5
PO-01224,2025-10-25,Foam Italia,MAT_0340,1111,1111,3.25,3612.98,2025-11-07,2025-11-07,0,3
PO-00435,2025-10-25,Henkel AG,MAT_0226,522,522,19.2,10023.97,2025-11-09,2025-11-09,0,5
PO-00918,2025-10-26,Covestro AG,MAT_0279,1230,1230,9.25,11375.24,2025-11-05,2025-11-07,2,2
PO-00358,2025-10-26,Zecchetto Accessori,MAT_0068,2825,2825,0.86,2422.55,2025-11-11,2025-11-11,0,5
PO-01324,2025-10-26,Covestro AG,MAT_0323,572,572,10.36,5927.02,2025-11-07,2025-11-07,0,5
PO-00910,2025-10-26,Texon International,MAT_0069,2193,2193,3.84,8410.68,2025-11-16,2025-11-16,0,4
PO-01559,2025-10-26,Gomma Padana,MAT_0460,919,919,12.75,11718.19,2025-11-13,2025-11-13,0,3
PO-01694,2025-10-26,Toray Industries,MAT_0427,433,433,20.76,8990.28,2025-12-20,2025-12-20,0,3
PO-00332,2025-10-27,Foam Italia,MAT_0266,1296,1296,3.98,5162.6,2025-11-13,2025-11-17,4,5
PO-01191,2025-10-27,Zecchetto Accessori,MAT_0429,1649,1649,0.73,1198.86,2025-11-07,2025-11-07,0,4
PO-00415,2025-10-27,Toray Composite,MAT_0369,239,239,43.85,10481.34,2025-12-04,2025-12-04,0,4
PO-00695,2025-10-27,Crocs Inc (supplied),MAT_0233,1147,1147,9.11,10453.19,2025-12-06,2025-12-06,0,5
PO-00291,2025-10-27,Zhejiang Paper,MAT_0305,5172,5172,0.09,472.75,2025-12-01,2025-12-01,0,4
PO-00017,2025-10-27,Coats Group,MAT_0075,344,344,6.23,2143.77,2025-11-15,2025-11-15,0,5
PO-00971,2025-10-27,American & Efird,MAT_0366,259,259,7.21,1867.24,2025-12-05,2025-12-09,4,3
PO-01844,2025-10-28,Coats Group,MAT_0195,506,506,5.7,2883.55,2025-11-14,2025-11-14,0,3
PO-00360,2025-10-28,Henkel AG,MAT_0308,308,267,20.09,5363.22,2025-11-09,2025-11-09,0,4
PO-00013,2025-10-28,Toray Industries,MAT_0434,741,741,20.34,15068.58,2025-12-13,2025-12-13,0,4
PO-01010,2025-10-28,Zecchetto Accessori,MAT_0498,2151,2151,0.85,1827.81,2025-11-12,2025-11-12,0,4
PO-01874,2025-10-28,NXP Semiconductors,MAT_0418,2342,1417,0.43,610.69,2025-11-11,2025-11-11,0,1
PO-01652,2025-10-29,American & Efird,MAT_0109,896,896,5.7,5104.04,2025-12-04,2025-12-04,0,5
PO-00571,2025-10-29,Karteks Banja Luka,MAT_0095,6610,6610,0.51,3382.71,2025-11-01,2025-11-01,0,4
PO-00052,2025-10-29,Far Eastern Textile,MAT_0139,2199,2199,3.26,7161.9,2025-12-16,2025-12-16,0,4
PO-01292,2025-10-29,Karteks Banja Luka,MAT_0040,1542,1542,0.72,1113.93,2025-11-03,2025-11-05,2,4
PO-00567,2025-10-30,Global Trim,MAT_0350,12976,11575,0.13,1504.5,2025-12-10,2025-12-10,0,5
PO-00288,2025-10-30,Zhejiang Paper,MAT_0370,3811,3811,0.07,274.68,2025-11-29,2025-11-29,0,4
PO-00028,2025-10-30,Gomma Padana,MAT_0010,984,984,12.32,12120.58,2025-11-11,2025-11-11,0,4
PO-01427,2025-10-30,Crocs Inc (supplied),MAT_0122,793,793,7.87,6237.86,2025-11-27,2025-11-27,0,5
PO-01663,2025-10-30,Henkel AG,MAT_0091,609,609,24.09,14670.82,2025-11-10,2025-11-10,0,2
PO-01786,2025-10-30,Toray Industries,MAT_0292,839,839,20.54,17232.41,2025-12-16,2025-12-22,6,5
PO-00504,2025-10-30,Henkel AG,MAT_0226,886,886,18.4,16302.85,2025-11-14,2025-11-15,1,5
PO-00649,2025-10-30,Texon International,MAT_0235,343,343,3.69,1264.38,2025-11-14,2025-11-14,0,4
PO-00015,2025-10-30,Covestro AG,MAT_0300,594,594,8.08,4800.83,2025-11-09,2025-11-09,0,4
PO-01496,2025-10-30,Karteks Banja Luka,MAT_0361,3240,3240,0.69,2242.56,2025-11-03,2025-11-03,0,5
PO-01007,2025-10-30,Karteks Banja Luka,MAT_0095,7969,7969,0.52,4180.07,2025-11-02,2025-11-04,2,5
PO-00280,2025-10-31,Toray Composite,MAT_0012,486,486,44.02,21391.91,2025-12-21,2025-12-21,0,5
PO-00945,2025-10-31,Henkel AG,MAT_0250,175,175,22.99,4022.89,2025-11-09,2025-11-09,0,3
PO-01642,2025-10-31,Henkel AG,MAT_0088,374,374,20.16,7539.21,2025-11-13,2025-11-13,0,3
PO-00963,2025-10-31,Covestro AG,MAT_0279,688,688,8.9,6121.74,2025-11-10,2025-11-10,0,3
PO-01240,2025-11-01,Foam Italia,MAT_0447,1603,1603,5.04,8077.05,2025-11-18,2025-11-18,0,4
PO-01893,2025-11-01,Crocs Inc (supplied),MAT_0237,1241,1241,8.91,11061.96,2025-12-07,2025-12-07,0,4
PO-00878,2025-11-01,Zecchetto Accessori,MAT_0197,1628,979,1.06,1041.22,2025-11-19,2025-11-22,3,5
PO-01658,2025-11-01,Far Eastern Textile,MAT_0288,1255,1255,3.64,4574.17,2025-12-15,2025-12-26,11,2
PO-01967,2025-11-02,Far Eastern Textile,MAT_0146,1996,1996,3.42,6818.26,2025-12-11,2025-12-11,0,5
PO-00140,2025-11-02,Covestro AG,MAT_0273,981,981,8.28,8125.41,2025-11-10,2025-11-10,0,4
PO-00864,2025-11-02,Zecchetto Accessori,MAT_0450,1103,1103,0.91,1002.06,2025-11-10,2025-11-10,0,1
PO-00607,2025-11-02,Texon International,MAT_0286,969,969,4.03,3908.95,2025-11-13,2025-11-13,0,3
PO-00066,2025-11-02,Toray Industries,MAT_0434,1185,1185,20.75,24584.29,2025-12-18,2025-12-29,11,5
PO-01971,2025-11-02,Toray Industries,MAT_0349,1057,1057,17.17,18147.43,2025-12-19,2025-12-19,0,5
PO-01108,2025-11-02,Zhejiang Paper,MAT_0370,7114,7114,0.07,504.03,2025-12-02,2025-12-02,0,4
PO-01491,2025-11-02,Gomma Padana,MAT_0131,1858,1858,13.68,25421.44,2025-11-11,2025-11-12,1,5
PO-00558,2025-11-02,Zecchetto Accessori,MAT_0057,497,497,0.87,432.64,2025-11-14,2025-11-14,0,2
PO-00807,2025-11-02,Toray Composite,MAT_0159,346,346,48.61,16819.13,2025-12-18,2025-12-18,0,2
PO-01549,2025-11-03,Toray Industries,MAT_0355,387,387,19.72,7630.51,2025-12-12,2025-12-12,0,3
PO-00483,2025-11-03,Karteks Banja Luka,MAT_0361,3120,3120,0.69,2137.65,2025-11-07,2025-11-07,0,5
PO-00895,2025-11-03,Toray Industries,MAT_0407,647,647,17.24,11155.22,2025-12-18,2025-12-18,0,4
PO-01064,2025-11-03,Toray Industries,MAT_0129,930,930,16.47,15320.51,2025-12-12,2025-12-12,0,4
PO-00957,2025-11-03,Zhejiang Paper,MAT_0387,7738,7738,0.08,618.97,2025-12-04,2025-12-09,5,5
PO-00293,2025-11-03,Shenzhen Minghui,MAT_0284,20352,20352,0.03,603.24,2025-12-12,2025-12-12,0,3
PO-00058,2025-11-04,Texon International,MAT_0069,611,611,3.89,2374.7,2025-11-25,2025-11-25,0,5
PO-01940,2025-11-04,Global Trim,MAT_0314,12485,12485,0.12,1525.03,2025-12-16,2025-12-20,4,4
PO-00233,2025-11-04,Zecchetto Accessori,MAT_0320,589,589,0.8,471.71,2025-11-12,2025-11-14,2,4
PO-00105,2025-11-04,Zecchetto Accessori,MAT_0497,3736,3736,0.8,2978.71,2025-11-22,2025-11-23,1,4
PO-01769,2025-11-04,Foam Italia,MAT_0280,1337,1337,5.87,7842.75,2025-11-15,2025-11-15,0,2
PO-00908,2025-11-04,NXP Semiconductors,MAT_0435,1356,1356,0.48,653.06,2025-11-13,2025-11-13,0,3
PO-01823,2025-11-04,Crocs Inc (supplied),MAT_0211,1436,1436,8.39,12041.31,2025-12-08,2025-12-12,4,5
PO-01895,2025-11-05,Texon International,MAT_0281,313,313,3.64,1140.03,2025-11-17,2025-11-17,0,5
PO-01424,2025-11-05,Covestro AG,MAT_0241,799,799,8.52,6807.41,2025-11-13,2025-11-13,0,4
PO-00705,2025-11-05,Covestro AG,MAT_0260,596,596,8.27,4926.82,2025-11-15,2025-11-23,8,5
PO-00709,2025-11-05,Toray Industries,MAT_0349,1225,1225,17.96,22002.15,2025-12-22,2025-12-23,1,5
PO-00126,2025-11-05,Zhejiang Paper,MAT_0201,2219,2219,0.1,224.03,2025-12-11,2025-12-11,0,3
PO-00258,2025-11-05,American & Efird,MAT_0021,591,591,6.89,4074.27,2025-12-15,2025-12-15,0,5
PO-00771,2025-11-06,Toray Composite,MAT_0180,200,200,51.54,10307.82,2025-12-14,2025-12-16,2,3
PO-01697,2025-11-06,Gomma Padana,MAT_0206,656,656,12.23,8024.89,2025-11-18,2025-11-18,0,4
PO-00605,2025-11-06,Toray Composite,MAT_0012,358,358,45.65,16340.94,2025-12-27,2025-12-27,0,4
PO-01911,2025-11-06,NXP Semiconductors,MAT_0382,993,993,0.4,399.96,2025-11-22,2025-11-24,2,3
PO-01539,2025-11-06,Foam Italia,MAT_0447,938,938,5.04,4728.24,2025-11-23,2025-11-23,0,4
PO-01584,2025-11-06,Coats Group,MAT_0462,937,937,6.52,6107.12,2025-11-20,2025-11-28,8,5
PO-00972,2025-11-06,Toray Composite,MAT_0180,290,290,52.43,15203.58,2025-12-14,2025-12-18,4,2
PO-00371,2025-11-06,Zecchetto Accessori,MAT_0425,2266,2266,0.9,2031.22,2025-11-16,2025-11-16,0,4
PO-00340,2025-11-07,Covestro AG,MAT_0273,1071,1071,8.25,8839.71,2025-11-15,2025-11-16,1,5
PO-01618,2025-11-07,NXP Semiconductors,MAT_0344,1557,1557,0.51,798.84,2025-11-17,2025-11-17,0,5
PO-01860,2025-11-07,American & Efird,MAT_0333,522,522,6.87,3585.55,2025-12-07,2025-12-07,0,4
PO-00659,2025-11-07,Zhejiang Paper,MAT_0294,12299,12299,0.08,1007.22,2025-12-07,2025-12-07,0,4
PO-01357,2025-11-07,Shenzhen Minghui,MAT_0189,16720,16720,0.03,502.67,2025-12-11,2025-12-11,0,2
PO-01412,2025-11-08,Zecchetto Accessori,MAT_0332,1266,1266,0.78,988.71,2025-11-16,2025-11-16,0,3
PO-00390,2025-11-08,Zecchetto Accessori,MAT_0160,1869,1869,1.05,1960.6,2025-11-15,2025-11-15,0,5
PO-00849,2025-11-08,Crocs Inc (supplied),MAT_0063,651,490,8.87,4346.98,2025-12-14,2025-12-14,0,3
PO-00778,2025-11-08,Global Trim,MAT_0480,7082,7082,0.11,760.03,2025-12-13,2025-12-13,0,5
PO-00626,2025-11-08,Karteks Banja Luka,MAT_0071,2859,2859,0.78,2230.15,2025-11-13,2025-11-21,8,3
PO-00589,2025-11-08,Covestro AG,MAT_0261,698,698,8.46,5904.8,2025-11-17,2025-11-17,0,5
PO-01550,2025-11-09,NXP Semiconductors,MAT_0415,1507,1507,0.52,786.93,2025-11-23,2025-12-01,8,5
PO-00761,2025-11-09,Gomma Padana,MAT_0306,1613,1613,11.52,18581.02,2025-11-24,2025-11-25,1,5
PO-01295,2025-11-09,Toray Composite,MAT_0295,518,518,40.04,20742.01,2025-12-25,2025-12-25,0,3
PO-00746,2025-11-09,Covestro AG,MAT_0419,296,296,7.9,2337.15,2025-11-16,2025-11-16,0,4
PO-01953,2025-11-10,NXP Semiconductors,MAT_0479,3914,3914,0.47,1821.07,2025-11-18,2025-11-20,2,5
PO-00560,2025-11-10,Shenzhen Minghui,MAT_0020,20957,20957,0.03,611.02,2025-12-24,2025-12-24,0,5
PO-01562,2025-11-11,Far Eastern Textile,MAT_0410,2893,2893,3.61,10435.27,2025-12-29,2025-12-29,0,4
PO-01878,2025-11-11,Gomma Padana,MAT_0291,364,364,16.63,6051.64,2025-11-23,2025-12-01,8,4
PO-01287,2025-11-11,Texon International,MAT_0281,681,681,3.5,2384.99,2025-11-23,2025-12-03,10,5
PO-01650,2025-11-11,American & Efird,MAT_0333,354,354,7.12,2520.3,2025-12-11,2025-12-11,0,4
PO-01593,2025-11-11,Coats Group,MAT_0058,744,744,5.18,3855.82,2025-11-23,2025-12-07,14,4
PO-00456,2025-11-11,Toray Industries,MAT_0493,1779,1779,17.49,31114.31,2025-12-31,2025-12-31,0,5
PO-00298,2025-11-12,Foam Italia,MAT_0428,3079,3079,4.34,13371.23,2025-11-24,2025-11-25,1,2
PO-00748,2025-11-12,Crocs Inc (supplied),MAT_0122,1207,1207,8.04,9701.24,2025-12-10,2025-12-19,9,1
PO-00788,2025-11-12,Karteks Banja Luka,MAT_0078,2482,2482,0.73,1811.75,2025-11-16,2025-11-20,4,3
PO-01400,2025-11-12,Karteks Banja Luka,MAT_0074,2557,2557,0.55,1409.54,2025-11-16,2025-11-16,0,4
PO-01877,2025-11-12,Zecchetto Accessori,MAT_0356,4400,4400,0.93,4085.06,2025-11-22,2025-11-22,0,5
PO-01430,2025-11-12,Far Eastern Textile,MAT_0334,2235,2235,3.19,7129.59,2025-12-12,2025-12-12,0,4
PO-00156,2025-11-13,Gomma Padana,MAT_0206,253,253,12.4,3136.13,2025-11-25,2025-11-25,0,4
PO-01554,2025-11-13,American & Efird,MAT_0229,1259,1259,7.05,8875.06,2025-12-14,2025-12-22,8,5
PO-00597,2025-11-13,Toray Composite,MAT_0159,349,349,48.74,17010.64,2025-12-29,2025-12-29,0,3
PO-00766,2025-11-13,Far Eastern Textile,MAT_0065,1104,764,3.24,2476.99,2025-12-25,2025-12-25,0,5
PO-01869,2025-11-13,Crocs Inc (supplied),MAT_0233,572,572,8.93,5108.77,2025-12-23,2025-12-23,0,4
PO-01828,2025-11-14,NXP Semiconductors,MAT_0479,2575,2575,0.47,1206.12,2025-11-22,2025-11-27,5,4
PO-00487,2025-11-14,Covestro AG,MAT_0241,616,616,8.4,5174.84,2025-11-22,2025-11-24,2,5
PO-00365,2025-11-14,Covestro AG,MAT_0007,1094,1094,9.48,10368.78,2025-11-27,2025-12-06,9,4
PO-00507,2025-11-14,Texon International,MAT_0293,1184,1184,2.99,3540.14,2025-12-05,2025-12-05,0,5
PO-00881,2025-11-14,Global Trim,MAT_0467,2420,2420,0.11,265.74,2025-12-18,2025-12-18,0,5
PO-01159,2025-11-15,Covestro AG,MAT_0191,437,437,10.23,4470.4,2025-11-30,2025-11-30,0,4
PO-01054,2025-11-15,American & Efird,MAT_0155,878,878,6.66,5848.72,2025-12-21,2025-12-21,0,5
PO-00160,2025-11-15,Shenzhen Minghui,MAT_0385,11368,11368,0.03,345.34,2025-12-22,2025-12-22,0,4
PO-01124,2025-11-15,American & Efird,MAT_0290,1016,1016,5.88,5973.28,2025-12-17,2025-12-17,0,4
PO-01453,2025-11-15,Henkel AG,MAT_0432,457,457,13.56,6198.22,2025-11-23,2025-11-23,0,3
PO-01090,2025-11-16,Toray Industries,MAT_0157,1004,1004,18.29,18359.59,2025-12-30,2025-12-30,0,3
PO-01261,2025-11-16,Crocs Inc (supplied),MAT_0318,200,158,7.22,1141.15,2025-12-20,2025-12-20,0,5
PO-00301,2025-11-16,Toray Industries,MAT_0267,2029,2029,19.12,38800.85,2025-12-31,2026-01-02,2,3
PO-01849,2025-11-16,Gomma Padana,MAT_0306,1995,1995,11.55,23035.45,2025-12-01,2025-12-01,0,4
PO-01268,2025-11-16,Shenzhen Minghui,MAT_0385,11378,11378,0.03,349.13,2025-12-23,2025-12-23,0,3
PO-00544,2025-11-16,Zhejiang Paper,MAT_0387,2239,2239,0.08,174.24,2025-12-17,2025-12-18,1,4
PO-01187,2025-11-16,Shenzhen Minghui,MAT_0257,17842,17842,0.04,698.26,2025-12-23,2025-12-23,0,4
PO-01791,2025-11-17,American & Efird,MAT_0124,885,885,7.44,6580.66,2025-12-24,2025-12-24,0,5
PO-01755,2025-11-17,Henkel AG,MAT_0250,172,172,23.74,4083.66,2025-11-26,2025-11-26,0,5
PO-00894,2025-11-17,NXP Semiconductors,MAT_0402,6937,6090,0.49,2985.63,2025-12-03,2025-12-13,10,3
PO-00322,2025-11-17,NXP Semiconductors,MAT_0193,3728,3728,0.49,1840.87,2025-12-03,2025-12-12,9,5
PO-00781,2025-11-17,Covestro AG,MAT_0487,581,581,10.82,6285.74,2025-12-02,2025-12-16,14,4
PO-01511,2025-11-18,Texon International,MAT_0094,1195,1195,2.74,3272.49,2025-12-05,2025-12-05,0,5
PO-00085,2025-11-18,Far Eastern Textile,MAT_0395,1223,1223,4.45,5436.29,2025-12-21,2025-12-21,0,4
PO-01459,2025-11-18,Zecchetto Accessori,MAT_0320,1535,1535,0.78,1193.45,2025-11-26,2025-12-05,9,3
PO-01972,2025-11-18,Foam Italia,MAT_0081,1415,1415,3.58,5067.31,2025-11-30,2025-11-30,0,2
PO-00003,2025-11-19,Zhejiang Paper,MAT_0305,3965,3965,0.09,366.18,2025-12-24,2025-12-24,0,4
PO-01355,2025-11-19,Zhejiang Paper,MAT_0494,7017,7017,0.08,554.01,2025-12-24,2025-12-24,0,4
PO-00410,2025-11-19,Far Eastern Textile,MAT_0484,2892,2892,3.05,8811.34,2026-01-01,2026-01-01,0,5
PO-00874,2025-11-19,Henkel AG,MAT_0276,817,817,14.91,12179.72,2025-12-01,2025-12-01,0,3
PO-01497,2025-11-19,Texon International,MAT_0281,913,913,3.65,3337.01,2025-12-01,2025-12-01,0,5
PO-00896,2025-11-19,Toray Industries,MAT_0167,634,634,19.78,12543.17,2026-01-06,2026-01-06,0,4
PO-01635,2025-11-19,Shenzhen Minghui,MAT_0189,14651,14651,0.03,448.11,2025-12-23,2025-12-23,0,5
PO-01631,2025-11-20,American & Efird,MAT_0442,527,527,7.3,3847.86,2025-12-18,2025-12-18,0,4
PO-01966,2025-11-20,Toray Industries,MAT_0500,1699,1699,19.28,32750.16,2026-01-07,2026-01-07,0,4
PO-01326,2025-11-20,NXP Semiconductors,MAT_0415,2398,2398,0.52,1253.73,2025-12-04,2025-12-16,12,5
PO-00852,2025-11-20,Zhejiang Paper,MAT_0172,1749,1749,0.09,160.33,2025-12-21,2025-12-21,0,4
PO-01891,2025-11-20,Henkel AG,MAT_0321,923,923,22.8,21047.82,2025-12-01,2025-12-01,0,4
PO-00235,2025-11-20,Far Eastern Textile,MAT_0362,398,398,2.88,1145.39,2025-12-26,2025-12-26,0,4
PO-00722,2025-11-20,Henkel AG,MAT_0013,652,652,15.7,10236.87,2025-11-29,2025-12-03,4,5
PO-00847,2025-11-20,Texon International,MAT_0264,1148,1148,3.22,3692.34,2025-12-05,2025-12-05,0,4
PO-00775,2025-11-21,Crocs Inc (supplied),MAT_0318,682,682,7.47,5095.18,2025-12-25,2025-12-26,1,4
